PESQUISADOR,DESCRIÇÃO
Daniel Marcos Bonotto,"Danilo Amorim Catalán. Estudo da radioatividade em águas subterrâneas devido o polônio
                      (210Po). 2008. Trabalho de Conclusão de Curso. (Graduação em Engenharia Ambiental) -
                      Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de
                      Desenvolvimento Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Priscilla Cardoso Padron Armada. Variabilidade temporal de radônio no aqüífero Guarani.
                      2004. 64 f. Trabalho de Conclusão de Curso. (Graduação em Geologia) - Universidade
                      Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento
                      Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Sammy Sampaio Sieber. Histórico da contaminação por metais pesados em sedimentos de
                      fundo do Rio Corumbataí com o uso do chumbo-210 como geocronômetro. 2002. 89 f. Trabalho
                      de Conclusão de Curso. (Graduação em Geologia) - Universidade Estadual Paulista Júlio de
                      Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico.
                      Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Lucas Souza Venciguerra. Estudo de sedimentos de fundo da bacia hidrográfica do Rio
                      Pardo através do desequilíbrio isotópico do Urânio. 2020. Iniciação Científica.
                      (Graduando em Geologia) - Universidade Estadual Paulista Júlio de Mesquita Filho,
                      Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Daniel Marcos
                      Bonotto."
Daniel Marcos Bonotto,"Pietro Demattê Avona. Radioatividade alfa e beta global em águas potáveis do município
                      de Serra Negra (SP). 2020. Iniciação Científica. (Graduando em Geologia) - Universidade
                      Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento
                      Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Gabrielle Roveratti Ceccato. Técnicas analíticas radiométricas em Geociências. 2019.
                      Iniciação Científica. (Graduando em Engenharia Elétrica) - Claretiano Centro
                      Universitário, Conselho Nacional de Desenvolvimento Científico e Tecnológico.
                      Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Ana Maria Marinello Assis de Oliveira. Radioatividade devido ao Polônio dissolvido em
                      águas de estâncias hidrominerais do sudeste brasileiro. 2018. Iniciação Científica.
                      (Graduando em Geologia) - Universidade Estadual Paulista Júlio de Mesquita Filho,
                      Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Daniel Marcos
                      Bonotto."
Daniel Marcos Bonotto,"Gabriella Luiza Lirola. O Be-7 aplicado no estudo da taxa de sedimentação e processos
                      erosivos. 2017. Iniciação Científica. (Graduando em Engenharia Ambiental) - Universidade
                      Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento
                      Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Ana Maria Marinello Assis de Oliveira. Radioatividade associada ao Ra-228 em águas
                      minerais. 2012. Iniciação Científica. (Graduando em fisica) - Universidade Estadual
                      Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e
                      Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Debora Negri de Oliveira. Caracterização química de águas subterrâneas do aqüífero
                      Tubarão. 2012. Iniciação Científica. (Graduando em Engenharia Ambiental) - Universidade
                      Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento
                      Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Graco Ribeiro do Valle Dias. Estudo hidroquimico em poços tubulares profundos. 2012.
                      Iniciação Científica. (Graduando em Engenharia Ambiental) - Universidade Estadual
                      Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e
                      Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"João Gabriel Martin. Radionuclídeos dissolvidos em águas subterrâneas de aqüíferos do
                      Estado de São. 2011. Iniciação Científica. (Graduando em fisica) - Universidade Estadual
                      Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e
                      Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Felipe Mangili Lara. O radônio dissolvido em águas subterrâneas do município de
                      Ribeirão Preto (SP). 2011. Iniciação Científica. (Graduando em Engenharia Ambiental) -
                      Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de
                      Desenvolvimento Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Eder Queiroz Barbosa. Hidroquímica em águas subterrâneas no município de Dourados (MS).
                      2011. Iniciação Científica. (Graduando em Engenharia Ambiental) - Universidade Estadual
                      Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e
                      Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Isabella Cruz Fagundes. Isótopos de urânio nos processos de intemperismo. 2010.
                      Iniciação Científica. (Graduando em Ecologia) - Universidade Estadual Paulista Júlio de
                      Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico.
                      Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Vinícius Cardoso Ottani. Metodologia analítica para determinação do torônio nas águas.
                      2010. Iniciação Científica. (Graduando em fisica) - Universidade Estadual Paulista Júlio
                      de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico.
                      Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Danilo Amorim Catalán. O Po210 em águas subterrâneas do Estado de São Paulo. 2009.
                      Iniciação Científica. (Graduando em Engenharia Ambiental) - Universidade Estadual
                      Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e
                      Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Thiago Oliveira Santos. Radioatividade devido o radônio em águas termais do Aqüífero
                      Guarani. 2008. Iniciação Científica. (Graduando em Geologia) - Universidade Estadual
                      Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e
                      Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Carlos Roberto Alves Fonseca Filho. Isótopos de urânio nos processos de intemperismo.
                      2008. Iniciação Científica. (Graduando em Geologia) - Universidade Estadual Paulista
                      Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico.
                      Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Thais de Oliveira Bueno. Os descendentes do radônio no aqüífero Guarani. 2005. 0 f.
                      Iniciação Científica. (Graduando em Engenharia Ambiental) - Universidade Estadual
                      Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e
                      Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Priscilla Cardoso Padron Armada. O radônio e seus descendentes no aqüífero Guarani.
                      2004. 54 f. Iniciação Científica. (Graduando em Geologia) - Universidade Estadual
                      Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e
                      Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Kelly Yaeko Miyashiro de Almeida. Uso do Po-210 na avaliação da taxa de sedimentação no
                      Horto Florestal Navarro de Andrade, Rio Claro, SP. 2002. 0 f. Iniciação Científica.
                      (Graduando em Ecologia) - Universidade Estadual Paulista Júlio de Mesquita Filho,
                      Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Daniel Marcos
                      Bonotto."
Daniel Marcos Bonotto,"Sammy Sampaio Sieber. Os descendentes do radônio no aqüífero Guarani. 2002. 0 f.
                      Iniciação Científica. (Graduando em Geologia) - Universidade Estadual Paulista Júlio de
                      Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico.
                      Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Lourenço Caprioglio. Comportamento geoquímico do radônio em águas subterrâneas da bacia
                      sedimentar do Paraná. 1999. Iniciação Científica. (Graduando em fisica) - Universidade
                      Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento
                      Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Fabiano Tomazini da Conceição. Estudo da evolução e mistura de águas subterrâneas da
                      Formação Botucatu-Pirambóia. 1997. Iniciação Científica. (Graduando em Geologia) -
                      Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de
                      Desenvolvimento Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Lourenço Caprioglio. Estudo da evolução e mistura de águas subterrâneas da Formação
                      Botucatu-Pirambóia. 1997. Iniciação Científica. (Graduando em fisica) - Universidade
                      Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento
                      Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Douglas Roberto Almeida. Estudo da evolução e mistura de águas subterrâneas da Formação
                      Botucatu-Pirambóia. 1995. Iniciação Científica. (Graduando em Geologia) - Universidade
                      Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento
                      Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Cynthia Romariz Duarte. Estudo da evolução e mistura de águas subterrâneas da Formação
                      Botucatu-Pirambóia. 1994. Iniciação Científica. (Graduando em Geologia) - Universidade
                      Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento
                      Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Frederic Jorge Vanderoost. Estudo da evolução e mistura de águas subterrâneas da
                      Formação Botucatu-Pirambóia. 1994. Iniciação Científica. (Graduando em Geologia) -
                      Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de
                      Desenvolvimento Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Cynthia Romariz Duarte. Isótopos de urânio nas águas subterrâneas da Formação
                      Botucatu-Pirambóia. 1993. Iniciação Científica. (Graduando em Geologia) - Universidade
                      Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento
                      Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Maria Letícia Bachion. Isótopos de urânio nas águas subterrâneas da Formação
                      Botucatu-Pirambóia. 1993. Iniciação Científica. (Graduando em Geologia) - Universidade
                      Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento
                      Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Viviane Pilla. Estudo da evolução e mistura de águas subterrâneas da Formação
                      Botucatu-Pirambóia. 1993. Iniciação Científica. (Graduando em fisica) - Universidade
                      Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento
                      Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Luis Henrique Mancini. Isótopos de urânio nas águas subterrâneas da Formação
                      Botucatu-Pirambóia. 1992. Iniciação Científica. (Graduando em fisica) - Universidade
                      Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento
                      Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Andréa Corbani Pereira. Estudo da evolução e mistura de águas subterrâneas da Formação
                      Botucatu-Pirambóia. 1992. Iniciação Científica. (Graduando em fisica) - Universidade
                      Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento
                      Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Viviane Pilla. Isótopos de urânio nas águas subterrâneas da Formação
                      Botucatu-Pirambóia. 1991. Iniciação Científica. (Graduando em fisica) - Universidade
                      Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento
                      Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Rodrigo Fleury Zerlotti. Mobilidade geoquímica do urânio em aquífero da Formação Rio
                      Claro. 1986. Iniciação Científica. (Graduando em fisica) - Universidade Estadual
                      Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e
                      Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Fábio de Oliveira Thomazini. Análises hidroquímicas e radiométricas. 2020. Orientação
                      de outra natureza. (Geologia) - Universidade Estadual Paulista Júlio de Mesquita Filho,
                      Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Daniel Marcos
                      Bonotto."
Daniel Marcos Bonotto,"Bruce Wilton Tessari. Análises químicas laboratoriais. 2012. Orientação de outra
                      natureza - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de
                      Desenvolvimento Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Marilu Santilli. Análises hidrogeoquímicas. 2010. Orientação de outra natureza.
                      (Química) - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de
                      Desenvolvimento Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Haretha Kazumi Itoman. Análises hidrogeoquímicas. 2008. Orientação de outra natureza -
                      Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de
                      Desenvolvimento Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Marilu Santilli. Análises hidrogeoquímicas. 2006. Orientação de outra natureza.
                      (biologia) - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional
                      de Desenvolvimento Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Altino Silva. Os descendentes do radônio no aqüífero Guarani. 2005. 0 f. Orientação de
                      outra natureza - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho
                      Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
George Luiz Luvizotto,"Marli Aparecida da Silva.
						Petrologia e metalogenia da Suíte Intrusiva São Lourenço-Caripunas na região do distrito mineiro São Lourenço-Macisa, Rondônia.
						2023. Tese
					 (Doutorado em Geociências e Meio Ambiente)  - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: George Luiz Luvizotto."
George Luiz Luvizotto,"Rafael Vieira Ribeiro.
						Estudo dos processos de fusão em rochas metapelíticas do Grupo Araxá na região de São Sebastião do Paraíso - MG.
						2015.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: George Luiz Luvizotto."
Giancarlo Scardia,"Marcela Aragão de Carvalho Ramos. Magnetoestratigrafia do Grupo Passa Dois e da Formação Piramboia, Bacia do Paraná.
						2017.

					Dissertação  (Mestrado em Geociências e Meio Ambiente)  - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Giancarlo Scardia."
Giancarlo Scardia,"Gustavo Battaglini Job.
						Análise granulométrica de depósitos do tipo loess no Charyn Canyon, Cazaquistão.
						2019.
						Trabalho de Conclusão de Curso. (Graduação em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Giancarlo Scardia."
Giancarlo Scardia,"Júlia Menezes Zenero.
						Investigações arqueológicas nos abrigos de Analândia.
						2017.
						Trabalho de Conclusão de Curso. (Graduação em Geografia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Giancarlo Scardia."
Giancarlo Scardia,"Victor Lui Domingos Diniz Cambraia.
						Análise paleomagnética do testemunho 2-FC-01-PB, Bacia do Rio do Peixe (PB).
						2020.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Giancarlo Scardia."
Giancarlo Scardia,"José Augusto Proença Maia Devienne.
						Estudo da influência da magnetização viscosa remanescente (VRM) sobre o momento magnético total da rocha.
						2017.
						Iniciação Científica. (Graduando em Física)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Giancarlo Scardia."
Giancarlo Scardia,"Henrique Bazzo Martins.
						Análise paleomagnetica da Formação Rio Claro.
						2016.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Giancarlo Scardia."
Guillermo Rafael Beltran Navarro,"Cibele Carolina Montibeller. CARACTERÍSTICAS QUÍMICO-MINERALÓGICAS E CERÂMICAS DA MATÉRIA-PRIMA UTILIZADA PELO POLO CERÂMICO DE RIO VERDE DE MATO GROSSO, MS.
						2015.

					Dissertação  (Mestrado em Geociências e Meio Ambiente)  - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Guillermo Rafael Beltran Navarro."
Guillermo Rafael Beltran Navarro,"Thaís Güitzlaf Leme.
						PETROGRAFIA E GEOQUÍMICA DE GRANADA-CLINOPIROXÊNIO GRANITO (GRUPO ARAXÁ), REGIÃO DE SANTA CRUZ DO PRATA - MG.
						2016.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Guillermo Rafael Beltran Navarro."
Guillermo Rafael Beltran Navarro,"Thaís Guitzlaf Leme.
						PETROGRAFIA E GEOQUÍMICA DE GRANADA-CLINOPIROXÊNIO GRANÍTO (GRUPO ARAXÁ) NA REGIÃO DE SANTA CRUZ DA PRATA - MG.
						2015.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Guillermo Rafael Beltran Navarro."
Guillermo Rafael Beltran Navarro,"Thaís Guitzlaf Leme.
						PETROGRAFIA E GEOQUÍMICA DE GRANADA-CLINOPIROXÊNIO GRANÍTO (GRUPO ARAXÁ) NA REGIÃO DE SANTA CRUZ DA PRATA - MG.
						2014.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Guillermo Rafael Beltran Navarro."
José Eduardo Zaine,"ZAINE, J. E.. Membro titular da Comissão Examinadora da defesa de Mestrado de José  Alberto Felipe Basílio, intitulada ""Procedimentos para a seleção de áreas para aterros sanitários a partir de cartas geotécnicas: aplicação na folha Campinas (SP)"".
						2001.
						Universidade Estadual Paulista Júlio de Mesquita Filho."
José Eduardo Zaine,"ZAINE, J. E.. Membro titular da Comissão Examinadora do Exame Geral de Qualificação de Maria do Socorro Oliveira Maia.
						2001.
						Universidade Estadual Paulista Júlio de Mesquita Filho."
José Eduardo Zaine,"ZAINE, J. E.. Membro titular da Comissão Examinadora do Exame Geral de Qualificação do aluno Helcio Valter Belondi, no nível de mestrado.
						2001.
						Universidade Estadual Paulista Júlio de Mesquita Filho."
José Eduardo Zaine,"ZAINE, J. E.. Membro titular da Comissão Examinadora do Exame Geral de Qualificação de José Angelo Ferreira da Silva.
						2001.
						Universidade Estadual Paulista Júlio de Mesquita Filho."
José Eduardo Zaine,"ZAINE, J. E.. Membro titular da Comissão Examinadora do Trabalho de Formatura de Adriana do Carmo Menezes.
						2001.
						Universidade Estadual Paulista Júlio de Mesquita Filho."
José Eduardo Zaine,"ZAINE, J. E.. Membro titular da Comissão Examinadora de Trabalho de Formatura de Angélica Álida Zacarias.
						2001.
						Universidade Estadual Paulista Júlio de Mesquita Filho."
José Eduardo Zaine,"ZAINE, J. E.. Membro titular da Comissão Examinadora do Trabalho de Formatura de Alan Borges de Campos.
						2001."
José Eduardo Zaine,I Workshop do Comitê Brasileiro de Cartografia Geotécnica e Geoambiental.Estudos aplicados em Cartografia Geotécnica. 2017. (Outra).
José Eduardo Zaine,"Vinicius Queiroz Veloso. Proposta de gestão de risco associado à ocorrência de corridas de detrito em bacias hidrográficas na Serra do Mar - Cubatão ? SP.
						2019.

					Dissertação  (Mestrado em Geociencias (Geociencias e Meio-Ambiente))  - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: José Eduardo Zaine."
José Eduardo Zaine,"Geisy Candido da Silva. Identificação e análise da geodiversidade funcional aplicada a estratégias de geoconservação: estudo de caso sub-bacias Água Quente e Água Fria, São Carlos - SP.
						2018.

					Dissertação  (Mestrado em Geociencias (Geociencias e Meio-Ambiente))  - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: José Eduardo Zaine."
José Eduardo Zaine,"Tales de Deus Diniz. Mapeamento geológico-geotécnico do núcleo urbano central do município de Ilhabela - SP.
						2015.

					Dissertação  (Mestrado em Geociências e Meio Ambiente)  - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: José Eduardo Zaine."
José Eduardo Zaine,"Thais Minatel Tinós. Compartimentação fisiográfica aplicada ao planejamento urbano e territorial do município de Poços de Caldas ? MG.
						2011.

					Dissertação  (Mestrado em Geociências e Meio Ambiente)  - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: José Eduardo Zaine."
José Eduardo Zaine,"Thaís Minatel Tinós.
						Classificação automatizada do relevo a partir de parâmetros morfométricos.
						2016. Tese
					 (Doutorado em Geociências e Meio Ambiente)  - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: José Eduardo Zaine."
José Eduardo Zaine,"Raphael Parra.
						O jardim geológico da Unesp como ferramenta educativa dentro do Geopark Corumbataí.
						2019.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: José Eduardo Zaine."
José Eduardo Zaine,"João Pedro Massari de Mello.
						Evolução e Análise de Processos de Erosão e Assoreamento em Trechos e Afluentes do Rio Corumbataí no Município de Rio Claro - SP.
						2017.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: José Eduardo Zaine."
José Eduardo Zaine,"Ian Kanji Nunes Yonezawa.
						Avaliação de processos de erosão e assoreamento na bacia do córrego do Sobrado no município de Rio Claro - SP.
						2016.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: José Eduardo Zaine."
José Eduardo Zaine,"Dayse Mantovani Bernardes da Silva.
						Priorização de áreas para recuperação a partir da análise dos processos de assoreamento nas calhas do rio Corumbataí e do ribeirão Claro, no município de Rio Claro.
						2003.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: José Eduardo Zaine."
Jose Alexandre de Jesus Perinotto,"Ribeiro, R.R. ; GESICKI, A. L. D. ; THEODOROVICZ, A. ; CARNEIRO, C. D. R. ; SOUZA, C.R.G. ; GROLA, D.A. ; DEL LAMA, E.A. ; PERINOTTO, J. A. J. ; BOGGIANI, P. C. ; VEDOVELLO, R. ; MANTESSO-NETO, V. . O Conselho Estadual de Monumentos Geológicos - COMGEO-SP. In: 45º Congresso Brasileiro de Geologia, 2010, Belém-PA. Anais. Belém: SBG, 2010."
Jose Alexandre de Jesus Perinotto,"PERINOTTO, J. A. J.. Comissão Organizadora da Conferência Estadual do Meio Ambiente. 2025."
Jose Alexandre de Jesus Perinotto,"PERINOTTO, J. A. J.; ZAINE, JOSÉ EDUARDO ; KOLYA, ANDRÉ DE ANDRADE ; ZAINE, M. F. ; REIS, FÁBIO ; BAPTISTA, MARIA VITORIA . Presidente do Comitê Científico do Projeto UNESCO Geoparque Corumbataí. 2024."
Jose Alexandre de Jesus Perinotto,"PERINOTTO, J. A. J.. Presidente da Comissão Permanente de Eventos e Cerimonial da Reitoria. 2021."
Jose Alexandre de Jesus Perinotto,"Perinotto, José A. de J.. Presidente do Conselho Municipal de Defesa do Meio Ambiente - COMDEMA. 2020."
Jose Alexandre de Jesus Perinotto,"Perinotto, José A. de J.. Membro do Conselho Municipal de Ciência, Tecnologia e Inovação Rio Claro. 2019."
Jose Alexandre de Jesus Perinotto,"PERINOTTO, J. A. J.. Conselheiro do Conselho Estadual de Monumentos Geológicos 2012-2013. 2013."
Jose Alexandre de Jesus Perinotto,"PERINOTTO, J. A. J.. Participação da UNESP no Conselho Estadual de Mudanças Climáticas. 2025.
						
							(Programa de rádio ou TV/Entrevista)."
Jose Alexandre de Jesus Perinotto,8o. Congresso de Extensão Universitária da UNESP. Membro do Comitê Científico. 2015. (Congresso).
Jose Alexandre de Jesus Perinotto,45º Congresso Brasileiro de Geologia. O Conselho Estadual de Monumentos Geológicos - COMGEO-SP. 2010. (Congresso).
Jose Alexandre de Jesus Perinotto,"Isabela Coutinho Lino. Selação de Áreas para Implantação de Aterros Sanitários: análise comparativa de métodos.
						2007.

					Dissertação  (Mestrado em Geociências e Meio Ambiente)  - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Jose Alexandre de Jesus Perinotto."
Jose Alexandre de Jesus Perinotto,"José Reynaldo Bastos da Silva.
						Subsídios Geológicos para o Planejamento e Gestão Ambiental do Turismo em Estâncias: Estudo de Caso em Paraguaçu Paulista (SP).
						2008. Tese
					 (Doutorado em Geociências e Meio Ambiente)  - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Jose Alexandre de Jesus Perinotto."
Jose Alexandre de Jesus Perinotto,"Cesar A Goso.
						Análise Estratigráfica do Grupo Paysandú (Cretáceo) na Bacia do Litoral, Uruguai.
						1999. 0 f. Tese
					 (Doutorado em Geociências)  - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Jose Alexandre de Jesus Perinotto."
Jose Alexandre de Jesus Perinotto,"Rodrigo Antonio Rodrigues.
						Grupo Itararé na região leste de Piracicaba-SP e em trechos da Rodovia do Açúcar (SP 308).
						2011.
						Iniciação Científica. (Graduando em geologia)  - Universidade Estadual Paulista ""Julio de Mesquita Filho"",
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Jose Alexandre de Jesus Perinotto."
Jose Alexandre de Jesus Perinotto,"Ana Luiza Laranjeira.
						Variações paleoambientais registradas na Fm. Corumbataí (P, Bacia do Paraná) na região do pólo cerâmico da Depressão Periférica Paulista.
						2011.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Jose Alexandre de Jesus Perinotto."
Jose Alexandre de Jesus Perinotto,"José Antonio Cirillo de Assis.
						Retração de Geleiras na Ilha Rei George, Antártica.
						2009.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Jose Alexandre de Jesus Perinotto."
